"ID","BOVEN_ID","TOP_ID","GUID","INV","AET","STUK_BESCHRIJVING","BOVENLIGGENDE_BESCHRIJVING","TOEGANG_BESCHRIJVING"
2608000,2607991,2606399,"609C5BB092A04642E0534701000A17FD","707.1438","EB","1438.  Stukken betreffende vaststelling van bezettingsregelingen, 1941-1950","3.1.2.4.1. Algemeen","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608001,2607991,2606399,"609C5BB092A14642E0534701000A17FD","707.1439","EB","1439.  Stukken betreffende de bescherming van eigendommen in en vlak na WO II, 1940-1950","3.1.2.4.1. Algemeen","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609156,2609140,2606399,"609C5BB042674642E0534701000A17FD","707.2464","EB","2464.  Stukken betreffende de distributie van goederen, brood, vlees en vis, 1939-1949","3.2. Archief van de distributiedienst","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609157,2609140,2606399,"609C5BB042684642E0534701000A17FD","707.2465","EB","2465.  Stukken betreffende de distributie van schoeisel, kleding en manufacturen, 1940-1946","3.2. Archief van de distributiedienst","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609158,2609140,2606399,"609C5BB042694642E0534701000A17FD","707.2466","EB","2466.  Stukken betreffende de distributie van brandstoffen en energie, 1940-1949","3.2. Archief van de distributiedienst","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608015,2608009,2606399,"609C5BB097C84642E0534701000A17FD","707.1450","EB","1450.  Stukken betreffende het aanplakken van biljetten, verkopen en verspreiden van drukwerken en het verbod van uitgifte van boeken, dag- en weekbladen, etc, 1935-1951","3.1.2.4.4. Toezicht op openbare grond en openbaar water","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608126,2608123,2606399,"609C5BB093104642E0534701000A17FD","707.1552","EB","1552.  Stukken betreffende de bewaking van de bevolkingsregisters in oorlogstijd, en de reconstructie daarvan na de bevrijding, 1943-1950","3.1.2.4.5.2. Registratie van de bevolking","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608167,2608123,2606399,"609C5BB093354642E0534701000A17FD","707.1588","EB","1588.  Stukken betreffende de aanmeldingsplicht van personen van Joodse bloede en andere maatregelen tegen Joden, 1940-1943","3.1.2.4.5.2. Registratie van de bevolking","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608168,2608123,2606399,"609C5BB093364642E0534701000A17FD","707.1589","EB","1589.  Stukken betreffende justitiële maatregelen tegen leden van de voormalige N.S.B, 1945-1952","3.1.2.4.5.2. Registratie van de bevolking","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608819,2608818,2606399,"609C5BB095D64642E0534701000A17FD","707.2178","DB","2178.  A-D","Stukken betreffende ondersteuning van evacués, alfabetisch op familienaam geordend, 1942-1947","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608820,2608818,2606399,"609C5BB095D74642E0534701000A17FD","707.2179","DB","2179.  E-L","Stukken betreffende ondersteuning van evacués, alfabetisch op familienaam geordend, 1942-1947","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608821,2608818,2606399,"609C5BB095D84642E0534701000A17FD","707.2180","DB","2180.  M-Z","Stukken betreffende ondersteuning van evacués, alfabetisch op familienaam geordend, 1942-1947","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609136,2609134,2606399,"609C5BB047A44642E0534701000A17FD","707.2446","EB","2446.  Stukken betreffende de opsporing en berechting van oorlogsmisdadigers en -overtreders, 1945","3.1.2.15. Justitie","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608790,2608789,2606399,"609C5BB095B44642E0534701000A17FD","707.2154","DB","2154.  1940","Kasboeken van de Winterhulp Nederland, 1940-1944","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608791,2608789,2606399,"609C5BB095B54642E0534701000A17FD","707.2155","DB","2155.  1941/42-1943/44","Kasboeken van de Winterhulp Nederland, 1940-1944","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609130,2609086,2606399,"609C5BB0424C4642E0534701000A17FD","707.2441","EB","2441.  Stukken betreffende vordering van eigendommen in Nederlands militair belang, 1944-1949","3.1.2.14. Landsverdediging","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609131,2609086,2606399,"609C5BB0479F4642E0534701000A17FD","707.2442","EB","2442.  Stukken betreffende de inkwartiering van militairen, 1940-1948","3.1.2.14. Landsverdediging","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2609132,2609086,2606399,"609C5BB047A04642E0534701000A17FD","707.2443","EB","2443.  Stukken betreffende militaire aangelegenheden in Nederlands-Indië, 1945-1950","3.1.2.14. Landsverdediging","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608944,2608929,2606399,"609C5BB096384642E0534701000A17FD","707.2283","EB","2283.  Stukken betreffende het onderwijs aan volksduitse leerlingen, 1940-1941","3.1.2.13.1.3.1. Algemeen","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2608945,2608929,2606399,"609C5BB096394642E0534701000A17FD","707.2284","EB","2284.  Stukken betreffende het onderwijs aan Joodse leerlingen, 1941, 1950","3.1.2.13.1.3.1. Algemeen","707   Gerecht Zuilen en Swesereng, gerecht Oostwaard, de gemeente Zuilen en de gemeenschapsraad voor Zuilen     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
990575,990574,989955,"609C5B9D0A8E4642E0534701000A17FD","829.476","DB","476.  Drinkwatervoorziening in oorlogstijd","Stukken betreffende drinkwatervoorziening en rioolwaterzuivering","829   Dienst van Openbare Werken van de gemeente Utrecht 1871-1965     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2621300,2621284,2621149,"609C5BB072844642E0534701000A17FD","749.46","EB","46.  Stukken betreffende de geestelijke verzorging van tewerkgestelde gemeenteleden in Duitsland en Indië, 1942-1946","1.2.4. Predikanten","749   Nederlandse hervormde gemeente Zuilen   "
2461056,2461052,2460630,"609C5BAFFC244642E0534701000A17FD","1133.382","EB","382.  Lijsten van gerepatrieerden, 1946","3.1.4. Overige","1133   Generaal Deputaatschap voor de Zending, Zendingsbureau, Zendingscentrum en aanverwante instellingen van de Gereformeerde Kerken in Nederland   "
982703,982401,982370,"609C5B9D267B4642E0534701000A17FD","820.276","EB","276.  Alfabetisch op naam gerangschikte opgaven van de verrichtingen en het lot van Utrechtse verzetslieden in de Tweede Wereldoorlog, [1955], staten met gegevens over fusillades in 1942 en 1944 en over in Indonesië gesneuvelde militairen van 1940-1955 en stukken betreffende het voorstel om straten in Kanaleneiland naar verzetslieden te noemen, 1956. Afdrukken, [1980]"," Inventaris","820   Verzameling historisch werkmateriaal van de Gemeentelijke Archiefdienst Utrecht   "
902469,902351,901319,"609C5B9BC1974642E0534701000A17FD","816.794","EB","794.  Register van ondersteunde personen met vermelding van de bedragen die maandelijks aan hen zijn uitgekeerd, 1943-1945","1.2.10.1. Ondersteuning in geld en goederen (bedeling)","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
902491,902351,901319,"609C5B9BC1AD4642E0534701000A17FD","816.811","EB","811.  Ingekomen brieven betreffende personen die door de oorlogsomstandigheden in financiële moeilijkheden zijn geraakt, 1945, z.j.","1.2.10.1. Ondersteuning in geld en goederen (bedeling)","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
902487,902485,901319,"609C5B9BC1A94642E0534701000A17FD","816.808","DB","808.  1938/39-1942/43","Stukken betreffende de inzameling voor de winterbehoeften en de verleende ondersteuning, 1935/36-1942/43","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
903521,903520,901319,"609C5B9C00684642E0534701000A17FD","816.1651","EB","1651.  Notulen van de vergaderingen van het overleg, 1944-1946, 1948, 1951-1952, z.j.","15. Archief van het interkerkelijk overleg (I.K.O.), Afdeling Utrecht","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
903522,903520,901319,"609C5B9C00694642E0534701000A17FD","816.1652","EB","1652.  Ingekomen en minuten van uitgaande stukken, 1944-1946, 1948, 1951-1953, z.j.","15. Archief van het interkerkelijk overleg (I.K.O.), Afdeling Utrecht","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
903525,903520,901319,"609C5B9C006C4642E0534701000A17FD","816.1655","EB","1655.  ""Afnemersoverzichten"", staten van zieken-en bejaardeninrichtingen, volwassenen-en kinderkeukens en andere instellingen waaraan wekelijks voedingsmiddelen werden uitgereikt, 1945","15. Archief van het interkerkelijk overleg (I.K.O.), Afdeling Utrecht","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
903526,903520,901319,"609C5B9C006D4642E0534701000A17FD","816.1656","EB","1656.  Stukken betreffende het Centraal inter-kerkelijk bureau voor noodvoedselvoorziening (I.K.B.) te Den Haag, 1945","15. Archief van het interkerkelijk overleg (I.K.O.), Afdeling Utrecht","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
903527,903520,901319,"609C5B9C006E4642E0534701000A17FD","816.1657","EB","1657.  Journaal van ingeslagen en van gratis ontvangen voedingsmiddelen, 1945","15. Archief van het interkerkelijk overleg (I.K.O.), Afdeling Utrecht","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
903528,903520,901319,"609C5B9C006F4642E0534701000A17FD","816.1658","EB","1658.  Verslagen van kinder-en voedseltransporten van Utrecht naar Noord-en Oost-Nederland vice versa, 1945","15. Archief van het interkerkelijk overleg (I.K.O.), Afdeling Utrecht","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
902523,902522,901319,"609C5B9C0B734642E0534701000A17FD","816.836","DB","836.  1943 (nrs. 1-1212)","Registers van schoolkinderen die voor uitzending in aanmerking komen, 1943, z.j.","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
902524,902522,901319,"609C5B9C0B744642E0534701000A17FD","816.837","DB","837.  z.j. (nrs. 1-1247)","Registers van schoolkinderen die voor uitzending in aanmerking komen, 1943, z.j.","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
902525,902522,901319,"609C5B9C0B754642E0534701000A17FD","816.838","DB","838.  z.j. (nrs. 1248-1499)","Registers van schoolkinderen die voor uitzending in aanmerking komen, 1943, z.j.","816   Nederlandse hervormde gemeente te Utrecht, diaconie   "
1043154,1043132,1042871,"609C5B9E19044642E0534701000A17FD","716.189","EB","189.  Verordening voor het personeel van de gemeentelijke brandweer, vastgesteld door de burgemeester in 1942, 1943","4.2.1.1. Verordeningen, reglementen en instructies","716   Gezelschap 'Utrechts brandweer'   "
2787407,2787401,1524410,"609C5BB1E6244642E0534701000A17FD","850.402","EB","402.  Stukken over de contacten met de ""Beauftragte für die Niederlande des Reichsministers für Bewaffnung und Munition"", 1940-1943.","2.2.4.4. Bedrijfsvoering vlak voor, tijdens en kort na de oorlog","850   Demka Staalfabrieken te Utrecht     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
2787416,2787401,1524410,"609C5BB1E62D4642E0534701000A17FD","850.410","EB","410.  Stukken over de toepassing van de Rijkswachtgeldregelingen van het ministerie van Sociale Zaken op beambten die door oorlogsomstandigheden hun werk niet konden doen, 1944-1954.","2.2.4.4. Bedrijfsvoering vlak voor, tijdens en kort na de oorlog","850   Demka Staalfabrieken te Utrecht     Vanwege ruimtegebrek bewaren wij dit archief niet in ons eigen depot. U kunt dit archief inzien door het aan te vragen via ons aanvraagformulier: <a href=""https://hetutrechtsarchief.nl/aanvragen"">https://hetutrechtsarchief.nl/aanvragen</a> "
